#{"t_start": 1749046409.1910346, "env_id": "None"}
r,l,t
100.0,1,806.913945
100.0,65,808.976394
100.0,14,809.224803
100.0,24,809.58912
100.0,32,810.07975
100.0,27,810.493607
100.0,24,810.869858
100.0,48,811.595619
100.0,33,812.108548
100.0,23,812.479547
100.0,59,813.395007
100.0,1,813.416027
100.0,13,813.620722
100.0,43,814.26227
100.0,13,814.461532
100.0,26,814.85569
100.0,13,815.058703
100.0,16,815.315896
100.0,48,816.038755
100.0,13,816.260157
100.0,20,816.589492
100.0,18,816.882301
100.0,21,817.227854
100.0,41,817.889788
100.0,52,818.715941
100.0,21,819.046726
100.0,5,819.129865
100.0,21,819.45649
100.0,19,819.76228
100.0,27,820.196471
-100.0,50,820.96676
100.0,1,820.988382
100.0,30,821.469096
100.0,27,821.889036
100.0,18,822.170143
100.0,25,824.511782
100.0,17,824.781705
100.0,100,826.313892
100.0,6,826.410037
100.0,20,826.716043
100.0,13,826.928777
100.0,9,827.070178
100.0,16,827.329631
100.0,79,828.550817
100.0,6,828.650961
100.0,5,828.733863
100.0,37,829.300905
100.0,12,829.493729
100.0,24,829.851645
-100.0,40,830.45451
100.0,17,830.71987
100.0,18,831.005182
100.0,42,831.669726
100.0,26,832.078888
100.0,41,832.73961
-100.0,8,832.869374
100.0,33,833.394114
100.0,43,834.1117
100.0,22,834.477351
-100.0,45,835.178846
100.0,16,835.443813
100.0,18,835.722301
100.0,27,836.129826
100.0,31,836.625507
100.0,64,837.605978
100.0,16,837.847459
100.0,61,838.764587
100.0,27,839.208638
100.0,15,839.454915
100.0,38,840.044212
100.0,35,840.576852
100.0,9,840.719578
100.0,8,840.852095
100.0,7,840.974326
100.0,12,841.167268
-100.0,54,842.004264
100.0,53,842.82415
100.0,20,844.278901
-100.0,28,844.718758
100.0,33,845.220567
100.0,51,846.029255
100.0,8,846.166616
100.0,18,846.44847
100.0,25,846.850006
100.0,40,847.502009
100.0,39,848.123813
100.0,39,848.724755
100.0,35,849.281102
100.0,14,849.503471
100.0,9,849.654408
100.0,44,850.366563
100.0,32,850.873103
100.0,43,851.561625
100.0,8,851.700104
100.0,32,852.196191
100.0,37,852.776106
100.0,25,853.191038
100.0,69,854.256063
100.0,10,854.424305
-100.0,7,854.544124
100.0,28,854.977752
100.0,38,855.574196
100.0,32,856.076922
100.0,21,856.411482
100.0,19,856.720947
100.0,27,857.130152
100.0,9,857.268325
100.0,15,857.499289
100.0,75,858.689647
100.0,14,858.915883
100.0,50,859.730634
100.0,40,860.372785
100.0,54,861.233092
100.0,31,861.728856
100.0,44,862.418742
100.0,27,862.84954
100.0,9,863.000021
100.0,5,863.082619
100.0,36,863.643109
-100.0,14,863.871121
100.0,61,864.836194
100.0,9,864.983534
100.0,32,865.497237
100.0,51,866.292522
100.0,36,866.845292
100.0,64,867.850252
100.0,31,868.333995
100.0,21,868.661215
100.0,64,869.690093
100.0,64,870.705734
100.0,41,871.353172
100.0,25,871.758739
100.0,18,872.055768
100.0,31,872.537404
100.0,43,873.226665
100.0,19,873.533512
100.0,1,873.554531
100.0,9,873.695593
100.0,14,873.914725
100.0,41,874.54276
100.0,49,875.29993
100.0,13,875.500855
100.0,26,875.906678
100.0,12,876.102534
100.0,28,877.657198
100.0,21,878.016481
100.0,16,878.269163
100.0,1,878.29118
100.0,16,878.54493
100.0,7,878.656153
100.0,4,878.722748
100.0,24,879.099907
100.0,13,879.32244
100.0,65,880.336596
100.0,18,880.607047
100.0,39,881.201048
100.0,60,882.128756
100.0,40,882.76926
100.0,13,882.979755
100.0,21,883.326818
100.0,7,883.445304
100.0,7,883.566014
100.0,48,884.341386
100.0,14,884.576339
100.0,59,885.515287
100.0,5,885.599119
